run,expression,n_vectors,min,median,itr/sec,mem_alloc,gc/sec,n_itr,n_gc,total_time,sd
100_1000,c_fortran_parallel_8,200,0.0024514480028301477,0.0025183638790622354,392.48253948671885,0,0,1000,0,2.547884044237435,1.0446808424781026e-4
100_1000,GPUmatrix,200,4.832671256735921e-4,5.369980353862047e-4,1638.1486571824032,23296,1.6397884456280312,999,1,0.6098347641527653,3.5263202457737233e-4
100_1000,parallelDist_1,200,0.0056988600408658385,0.006249813013710082,151.60152592725424,162800,0.45617309707298165,997,3,6.576450955239125,0.0012794237625795952
100_1000,parallelDist_8,200,0.0011341270292177796,0.0013413764536380768,727.4308734084901,162800,1.4577773014198199,998,2,1.37195166782476,2.8756678674433483e-4
100_1000,stats,300,0.045620106044225395,0.04653661698102951,19.679719982232854,358848,0.13872914388280963,993,7,50.45803501759656,0.009218924216781372
100_1000,proxy,300,0.047841610037721694,0.04977862909436226,19.9967415387219,1081352,0.4080967660963653,980,20,49.0079845309956,0.0017552100950652247
100_1000,proxyC,300,0.013424782082438469,0.014600946044083685,67.45180721204989,5116192,9.372574578439732,878,122,13.01670090528205,0.00703630222839709
100_1000,distances,300,3.642331575974822e-4,4.5344606041908264e-4,2174.7847440824166,2520192,138.81604749462235,940,60,0.432226684759371,7.356233728826569e-4
100_1000,distances_matrix,300,0.009140960057266057,0.00937816157238558,105.81583884379906,6478288,19.856178785415974,842,158,7.957220858428627,0.008245926746822825
100_1000,Rfast,300,0.00437170104123652,0.0044550871243700385,221.2249390143832,1442648,7.077371629975108,969,31,4.380157157313079,8.1032291612411e-4
100_1000,rcpp_serial,300,0.010018675122410059,0.010135765071026981,98.13427634781539,722600,1.292548725959068,987,13,10.057647916022688,5.613713395495504e-4
100_1000,rcpp_parallel_8,300,0.001917166169732809,0.0023865816183388233,409.15623357368764,722600,4.969508909801874,988,12,2.414725522743538,6.238408762738474e-4
100_1000,fortran_serial,300,0.010000739013776183,0.010281609022058547,96.71453857277083,2160144,5.197514717820139,949,51,9.812382026575506,0.004801317590413793
100_1000,fortran_parallel_8,300,0.010037237079814076,0.010272580606397241,96.97052636297622,2160144,5.319058408095741,948,52,9.776166383293457,0.00482477411562793
100_1000,c_fortran_serial,300,0.009606699924916029,0.009745998482685536,101.83715421900195,0,0,1000,0,9.819598825881258,2.3429339236086572e-4
100_1000,c_fortran_parallel_8,300,0.009622619021683931,0.009748375916387886,101.82553203757786,0,0,1000,0,9.820719617069699,2.0016477061077166e-4
100_1000,GPUmatrix,300,4.962810780853033e-4,5.570250796154141e-4,1413.8024291214601,23296,1.4152176467682283,999,1,0.7066050951834768,4.2181521399843104e-4
100_1000,parallelDist_1,300,0.02030619909055531,0.020724782079923898,47.96268517097523,362400,0.38679584815302603,992,8,20.68274527299218,6.11962042202108e-4
100_1000,parallelDist_8,300,0.00387841509655118,0.0046080900356173515,199.2611531973032,362400,1.4046606972619562,993,7,4.983409882290289,0.005369141792288656
100_1000,stats,400,0.10905638209078461,0.1106866315822117,8.66539390862245,638448,0.10524769929500952,988,12,114.01674412249122,0.013769999507721505
100_1000,proxy,400,0.11625445506069809,0.11915013007819653,8.294438217759895,1920952,0.3097508048126102,964,36,116.22245831380133,0.004884874974927136
100_1000,proxyC,400,0.03201007004827261,0.034457329544238746,28.782894028195297,9074328,9.390705478695017,754,246,26.196114930673502,0.012665427596179613
100_1000,distances,400,6.494080880656838e-4,7.937081390991807e-4,1215.3290192541008,4480192,151.74524312396537,889,111,0.7314891571877524,0.0092763386378248
100_1000,distances_matrix,400,0.022182985092513263,0.022688435623422265,43.896758176526085,11517488,18.279953121669504,706,294,16.08319222938735,0.015571119188646263
100_1000,Rfast,400,0.010690252063795924,0.010930816584732383,90.42050822705016,2562648,4.7589741172131665,950,50,10.506466050981544,0.0011445564010098806
100_1000,rcpp_serial,400,0.029448352055624127,0.0298991771414876,33.27944327087839,1282600,0.7834464638999007,977,23,29.35746226424817,9.451314799196142e-4
100_1000,rcpp_parallel_8,400,0.005799658130854368,0.00667949253693223,148.1870310394691,1282600,3.3334505959798775,978,22,6.599767828127369,0.005788502275417257
100_1000,fortran_serial,400,0.029802425066009164,0.03056987904710695,32.55064212488701,3840144,3.616738013876335,900,100,27.64922413963359,0.0077413427611072085
100_1000,fortran_parallel_8,400,0.02977155800908804,0.03139939799439162,31.20120695350153,3840144,3.505363628813854,899,101,28.8129879507469,0.008696664051322581
100_1000,c_fortran_serial,400,0.02892712107859552,0.029537821596022695,33.42127721227514,0,0,1000,0,29.92105878086295,0.0011990477644154291
100_1000,c_fortran_parallel_8,400,0.028327250969596207,0.028786857437808067,34.52948029172608,0,0,1000,0,28.96076024172362,6.0477559848126e-4
100_1000,GPUmatrix,400,4.832460545003414e-4,6.575841107405722e-4,1277.0006303896944,23296,0,1000,0,0.783084969734773,9.240744488079646e-4
100_1000,parallelDist_1,400,0.054586056154221296,0.060900935088284314,16.062142097562727,642000,0.19508674612424368,988,12,61.51109820837155,0.008189353456405065
100_1000,parallelDist_8,400,0.009888114058412611,0.011051668087020516,88.25553594779048,642000,1.0719295864104106,988,12,11.194765171268955,0.0012803626268597524
100_1000,stats,500,0.21431826113257557,0.21747060411144048,4.495984355973237,998048,0.10584200633304447,977,23,217.30502658488695,0.015392808910056526
100_1000,proxy,500,0.2269366921391338,0.23003837902797386,4.29493180693956,3000552,0.2838867505653014,938,62,218.39694834838156,0.008850551714827362
100_1000,proxyC,500,0.054121962981298566,0.056830050074495375,17.456221411006133,14167152,14.167368101686137,552,448,31.62196371157188,0.01729488345517418
100_1000,distances,500,9.64891049079597e-4,0.001019918592646718,960.5388610753566,7000192,222.39077079084612,812,188,0.8453588219126686,0.009365745458033446
100_1000,distances_matrix,500,0.04200466407928616,0.04258384008426219,23.44734200478073,17996688,27.636191774697984,459,541,19.575779630220495,0.020808025674967433
100_1000,Rfast,500,0.0205363049171865,0.020787460438441485,47.8091342070446,4002648,5.312126023004955,900,100,18.82485460001044,0.0013644621096565994
100_1000,rcpp_serial,500,0.05678278405684978,0.05748859356390312,17.32219985581325,2002600,0.7217583273255521,960,40,55.42021267453674,0.004813866086717391
100_1000,rcpp_parallel_8,500,0.011135998996905982,0.012268121005035937,79.98655668495998,2002600,3.0732114198790437,963,37,12.039523138781078,0.001185964637628191
100_1000,fortran_serial,500,0.05732405907474458,0.058452102064620703,17.052895699977952,6000144,3.1999495494020382,842,158,49.37577844923362,0.009263032543498835
100_1000,fortran_parallel_8,500,0.05670705600641668,0.057964340900070965,17.1740726066563,6000144,3.2469411943618924,841,159,48.969165279646404,0.00809438885869169
100_1000,c_fortran_serial,500,0.05553144693840295,0.05614664143649861,17.70771123841185,0,0,1000,0,56.47257212048862,0.0013008836842057251
100_1000,c_fortran_parallel_8,500,0.055366341141052544,0.05614995810901746,17.63064049949756,0,0,1000,0,56.71943682525307,0.002564163138381996
100_1000,GPUmatrix,500,4.6249711886048317e-4,5.577216506935656e-4,1021.6215774546266,23296,0,1000,0,0.9788360211532563,0.00491473807543246
100_1000,parallelDist_1,500,0.10252080310601741,0.10375708964420483,9.60659734244807,1001600,0.17608834232593204,982,18,102.22141773975454,0.0014865198476653064
100_1000,parallelDist_8,500,0.01835952198598534,0.019378312048502266,51.12974104538737,1001600,0.990280407606891,981,19,19.18648481182754,8.808545960424223e-4
100_1000,stats,600,0.3634856310673058,0.3664483054308221,2.7167870732567185,1437648,0.08402434247185728,970,30,357.0393902225187,0.007682406249178894
100_1000,proxy,600,0.3862601760774851,0.3897430831566453,2.5547710047982024,4320152,0.2744327657424425,903,97,353.4563365186332,0.007770656574138403
100_1000,proxyC,600,0.08751286007463932,0.09146439307369292,10.824642416923973,20366824,10.441845632042575,509,491,47.02233851200435,0.01979285832680466
100_1000,distances,600,0.00139559805393219,0.001458407030440867,598.7467998136259,10080192,156.29330083407385,793,207,1.3244329660665244,0.010041661513677632
100_1000,distances_matrix,600,0.07195342099294066,0.0728472180198878,13.695988645991937,25915888,26.350761780885072,342,658,24.97081509337295,0.02357982669604409
100_1000,Rfast,600,0.03529064997565001,0.0358452734653838,27.749734325350314,5762648,3.928044584866939,876,124,31.567869793972932,0.0049641448293060685
100_1000,rcpp_serial,600,0.09692182799335569,0.09839546610601246,10.130044722103886,2882600,0.499592971604284,953,47,94.07658368186094,0.0018374658466826135
100_1000,rcpp_parallel_8,600,0.019455496920272708,0.021418577467557043,45.810543573562384,2882600,2.00839543850691,958,42,20.912216386641376,0.00505088644940295
100_1000,fortran_serial,600,0.09806043410208076,0.10190778656397015,9.581598270547161,8640144,2.2183995995848105,812,188,84.74577800824773,0.014296650800403503
100_1000,fortran_parallel_8,600,0.10128893214277923,0.10380284301936626,9.593667373059457,8640144,2.2650067592760896,809,191,84.32645916740876,0.012320233696019487
100_1000,c_fortran_serial,600,0.09713233110960573,0.09873056557262316,10.113448416034572,0,0,1000,0,98.87824200640898,0.0011512303422970616
100_1000,c_fortran_parallel_8,600,0.09698784712236375,0.09855853859335184,10.13250904365861,0,0,1000,0,98.6922385848593,9.366321374135849e-4
100_1000,GPUmatrix,600,4.727371269837022e-4,0.0017084245337173343,704.6674277120803,23296,0,1000,0,1.4191091579850763,8.862758950977727e-4
100_1000,parallelDist_1,600,0.20390576112549752,0.21493881405331194,4.616113286167128,1441200,0.09901775179725197,979,21,212.0831832558615,0.011832322945938218
100_1000,parallelDist_8,600,0.03560993308201432,0.037935552187263966,26.290139841348918,1441200,0.5639355839308757,979,21,37.238295646500774,0.0011721976752183704
100_1000,stats,700,0.6060554351424798,0.6146857280982658,1.617431765454601,1957248,0.056928240191983885,966,34,597.2431237174897,0.023704228707673223
100_1000,proxy,700,0.6475053250323981,0.6556920009898022,1.5163217367215431,5879752,0.1264970462920464,923,77,608.7098652266432,0.026663017484522857
100_1000,proxyC,700,0.14644271100405604,0.1605802570702508,6.028938533735519,27728328,7.106003805557551,459,541,76.13280471041799,0.03822677405124012
100_1000,distances,700,0.0019132690504193306,0.0021419330150820315,382.06094047387774,13720192,118.01882454428684,764,236,1.999680990818888,0.012072042254386062
100_1000,distances_matrix,700,0.11614332708995789,0.1190501925884746,8.359810748051625,35275088,16.084080328122717,342,658,40.91001702158246,0.026420133283591486
100_1000,Rfast,700,0.05736466508824378,0.0585638671182096,16.70049332080829,7842648,2.5175657365085,869,131,52.034391039051116,0.006261479359494366
100_1000,rcpp_serial,700,0.16667316714301705,0.17246494011487812,5.755780403957838,3922600,0.28386325182163524,953,47,165.57268226298038,0.012862005286107965
100_1000,rcpp_parallel_8,700,0.035530176013708115,0.03847340203355998,25.846697217660644,3922600,1.2179071987379362,955,45,36.94862797972746,0.0064615228681501775
100_1000,fortran_serial,700,0.16558438714127988,0.17122893210034817,5.819649840023592,11760144,1.5939168351656974,785,215,134.8878406053409,0.017886025991392628
100_1000,fortran_parallel_8,700,0.16543304908555,0.17053103516809642,5.842165489538801,11760144,1.6190931177904468,783,217,134.02564535394777,0.01762220233823357
100_1000,c_fortran_serial,700,0.1661625230917707,0.16899688757257536,5.884755694369768,0,0,1000,0,169.93058878497686,0.012200843836250743
100_1000,c_fortran_parallel_8,700,0.1664369161007926,0.1689709005295299,5.8869252107510945,0,0,1000,0,169.8679640389746,0.007461009987833521
100_1000,GPUmatrix,700,4.823150811716914e-4,0.0023992661153897643,427.57443400323433,23296,0,1000,0,2.338774071773514,0.0015803248833551522
100_1000,parallelDist_1,700,0.2948935180902481,0.3064542775391601,3.240134895471887,1960800,0.0728864700412899,978,22,301.83928495284636,0.021484930455860286
100_1000,parallelDist_8,700,0.05645492812618613,0.06019712158013135,16.533934361017728,1960800,0.37192899380612476,978,22,59.15107551810797,0.006952660817663822
100_1000,stats,800,0.884542404091917,0.8979688381077722,1.073364016350109,2556848,0.04239899440884007,962,38,896.2476711965865,0.0908012733497771
100_1000,proxy,800,0.9391107570845634,0.9532493990845978,1.0313333515941059,7679352,0.11205173886499156,902,98,874.5959767574677,0.07410868190605754
100_1000,proxyC,800,0.20953312108758837,0.22119493305217475,4.351808168304794,36198568,19.640097597270852,191,862,43.88980226451531,0.046720479097373396
100_1000,distances,800,0.002561595058068633,0.0030083031160756946,284.1385691580587,17920192,139.3168245201212,671,329,2.3615238226484507,0.016955126762519264
100_1000,distances_matrix,800,0.17352956801187247,0.17734611290507019,5.494999465666405,46074288,178.66598262652482,35,1138,6.369427370955236,0.05829679235797662
100_1000,Rfast,800,0.08598213910590857,0.08852369710803032,10.22726197084475,10242648,1.568887937857384,867,133,84.77342249290086,0.23199294467971668
100_1000,rcpp_serial,800,0.24712751293554902,0.2523343449574895,3.9001812962868474,5122600,0.25779449932812853,938,62,240.50164049887098,0.013519067057252929
100_1000,rcpp_parallel_8,800,0.08406902314163744,0.09902825905010104,10.023968503584852,5122600,0.673970134179131,937,63,93.47595213062596,0.007365407918427197
100_1000,fortran_serial,800,0.24978791212197393,0.2547920191427693,3.886944021251014,15360144,1.8460117623050538,678,322,174.43009117012843,0.021090590739701907
100_1000,fortran_parallel_8,800,0.24892420193646103,0.2524900480057113,3.9128330729395695,15360144,1.8753815320006222,676,324,172.7648451642599,0.028743273874002155
100_1000,c_fortran_serial,800,0.24444941396359354,0.24788015143712983,3.9806058020096873,0,0,1000,0,251.21804311673623,0.023274532931448273
100_1000,c_fortran_parallel_8,800,0.24366630509030074,0.24696057452820241,3.94770010686135,0,0,1000,0,253.3120482637314,0.032281335066230425
100_1000,GPUmatrix,800,4.7420000191777945e-4,0.0035403924412094057,315.26916317172123,23296,0,1000,0,3.1718928357586265,0.005570304599992964
100_1000,parallelDist_1,800,0.40473900199867785,0.4108992264373228,2.4145844931686704,2560400,0.07467787092274239,970,30,401.72543257207144,0.02299573517618854
100_1000,parallelDist_8,800,0.09561105293687433,0.10544812446460128,9.362420176726006,2560400,0.28955938690905175,970,30,103.60568973515183,0.010245626135886676
100_1000,stats,900,1.240283512044698,1.2499683505739085,0.7863314518190931,3236448,0.02599442815930886,968,32,1231.0330430769827,0.1274427203978412
100_1000,proxy,900,1.319495906936936,1.3290388730238192,0.7430667087319753,9718952,0.08440178651521324,898,102,1208.5052249648143,0.09479090545886468
100_1000,proxyC,900,0.2790357191115618,0.29721021361183375,3.3242214651951567,45795464,9.363646722572616,262,738,78.81544678751379,0.05332700854493227
100_1000,distances,900,0.003135521081276238,0.0033986751222983003,263.3100678084026,22680192,129.10434025180993,671,329,2.5483264107024297,0.015469106367886138
100_1000,distances_matrix,900,0.2438795630587265,0.2466155980946496,4.044462027064592,58313488,63.632869225816236,75,1180,18.543875427218154,0.05107351566674696
100_1000,Rfast,900,0.12098362890537828,0.12382978003006428,8.06729196793777,12962648,1.1524702811339673,875,125,108.46266671363264,0.0054103757299784625
100_1000,rcpp_serial,900,0.34252748696599156,0.3492663169745356,2.8439495183742314,6482600,0.19121538917564201,937,63,329.47138968051877,0.03044943925035684
100_1000,rcpp_parallel_8,900,0.09981544502079487,0.12384537304751575,7.96519161041873,6482600,0.5264838804327945,938,62,117.7623898931779,0.014112456140591156
100_1000,fortran_serial,900,0.34644794010091573,0.35515043907798827,2.7957692050407688,19440144,1.3461110987233331,675,325,241.43623829283752,0.03910983426493258
100_1000,fortran_parallel_8,900,0.3454021280631423,0.3539585096295923,2.8165447293996952,19440144,1.3623050174841256,674,326,239.30030045844615,0.030033765423727127
100_1000,c_fortran_serial,900,0.3395857410505414,0.3427024860284291,2.8794776727098563,0,0,1000,0,347.2852071323432,0.0334345072047008
100_1000,c_fortran_parallel_8,900,0.33964221097994596,0.3427236904972233,2.8955010377311083,0,0,1000,0,345.3633713022573,0.031227125282563835
100_1000,GPUmatrix,900,4.7944008838385344e-4,0.004946513974573463,234.72270290149126,23296,0,1000,0,4.260346304974519,0.0029864147977494366
100_1000,parallelDist_1,900,0.5920004200888798,0.5998225385555997,1.6520836321260663,3240000,0.051095370065754625,970,30,587.1373465226498,0.040616499945080375
100_1000,parallelDist_8,900,0.15982534806244075,0.1790544375544414,5.400905759728095,3240000,0.16703832246581737,970,30,179.5995048150653,0.02510301673588998
100_1000,stats,1000,1.7366296061081812,1.7628914220258594,0.542579743934951,3996048,0.026758917067096218,953,47,1756.4238448869437,0.20685782228503027
100_1000,proxy,1000,1.8472198970848694,1.9146502910880372,0.4922812304341543,11998552,0.04928227939439828,909,91,1846.505500927451,0.2636158577428376
100_1000,proxyC,1000,0.38498474506195635,0.41671902302186936,2.3547688106458304,56520584,6.755186201968541,259,743,109.98956620669924,0.060460373879965675
100_1000,distances,1000,0.0040086680091917515,0.00646497355774045,140.82358771094113,28000192,63.86185954333377,688,312,4.885545178782195,0.018660547701350914
100_1000,distances_matrix,1000,0.3394485011231154,0.34610625758068636,2.832291279437001,71992688,34.65037203566544,94,1150,33.188676843536086,0.05947491421420465
100_1000,Rfast,1000,0.1700011760694906,0.18082833709195256,5.427013815746065,16002648,0.9055577312155044,857,143,157.91373103077058,0.021936610377273447
100_1000,rcpp_serial,1000,0.48805492802057415,0.4998618521494791,1.9308790313535105,8002600,0.12106467890526793,941,59,487.34280331397895,0.04694752217125373
100_1000,rcpp_parallel_8,1000,0.16456652095075697,0.1886128829792142,5.281420615693127,8002600,0.3311411438107274,941,59,178.1717587885214,0.010626839688499411
100_1000,fortran_serial,1000,0.4953403080580756,0.5075650164508261,1.9226320490271325,24000144,0.9214982010130044,676,324,351.6013375216862,0.04341015247439375
100_1000,fortran_parallel_8,1000,0.49033211497589946,0.5023765369551256,1.9781274854965005,24000144,0.9567797630146279,674,326,340.72627014270984,0.035356406100818104
100_1000,c_fortran_serial,1000,0.4770632040454075,0.4848516166675836,2.035240926740983,0,0,1000,0,491.3423206368461,0.03583832508073192
100_1000,c_fortran_parallel_8,1000,0.4816058990545571,0.48882531642448157,2.0246621386564576,0,0,1000,0,493.9095668888185,0.029384300592170086
100_1000,GPUmatrix,1000,4.776060814037919e-4,0.006644495064392686,177.00187323330965,23296,0,1000,0,5.649657722446136,0.004120218532482806
100_1000,parallelDist_1,1000,0.8332044779090211,0.8472453459398821,1.1655220462313918,3999600,0.0348096182705565,971,29,833.1030744031304,0.05861662568528939
100_1000,parallelDist_8,1000,0.2336441301740706,0.25985718006268144,3.8143783897991765,3999600,0.11392067281583534,971,29,254.56310328224208,0.037006451774359746
1000_10000,Rfast,1000,0.1896954991389066,0.1896954991389066,5.271606361454781,16940768,0,1,0,0.1896954991389066,NA
1000_10000,rcpp_parallel_8,1000,0.19010591006372124,0.19010591006372124,5.260225732407855,8007904,0,1,0,0.19010591006372124,NA
1000_10000,fortran_parallel_8,1000,0.3595673051895574,0.3595673051895574,2.781120490009007,24000144,0,1,0,0.3595673051895574,NA
1000_10000,GPUmatrix,1000,0.0015114310663193464,0.0015114310663193464,661.6246167516002,23296,0,1,0,0.0015114310663193464,NA
1000_10000,parallelDist_8,1000,0.29392810503486544,0.29392810503486544,3.4021925187500566,3999600,0,1,0,0.29392810503486544,NA
1000_10000,Rfast,2000,1.7990318480879068,1.7990318480879068,0.5558545286804376,64002648,0,1,0,1.7990318480879068,NA
1000_10000,rcpp_parallel_8,2000,4.047868995112367,4.047868995112367,0.24704356816079234,32002600,0,1,0,4.047868995112367,NA
1000_10000,fortran_parallel_8,2000,4.04923661716748,4.04923661716748,0.2469601296600739,96000144,0,1,0,4.04923661716748,NA
1000_10000,GPUmatrix,2000,0.0015405261656269431,0.0015405261656269431,649.1288640936735,23296,0,1,0,0.0015405261656269431,NA
1000_10000,parallelDist_8,2000,5.716066152090207,5.716066152090207,0.1749454910759435,15995600,0,1,0,5.716066152090207,NA
1000_10000,Rfast,3000,7.475769652053714,7.475769652053714,0.13376549125283493,144002648,0.13376549125283493,1,1,7.475769652053714,NA
1000_10000,rcpp_parallel_8,3000,16.697634942131117,16.697634942131117,0.05988872097549703,72002600,0,1,0,16.697634942131117,NA
1000_10000,fortran_parallel_8,3000,15.698734497069381,15.698734497069381,0.06369940202420002,216000144,0,1,0,15.698734497069381,NA
1000_10000,GPUmatrix,3000,0.001762712956406176,0.001762712956406176,567.3073408609889,23296,0,1,0,0.001762712956406176,NA
1000_10000,parallelDist_8,3000,23.171743924031034,23.171743924031034,0.04315600946042376,35991600,0,1,0,23.171743924031034,NA
1000_10000,Rfast,4000,18.82799221004825,18.82799221004825,0.053112407783253344,256002648,0,1,0,18.82799221004825,NA
1000_10000,rcpp_parallel_8,4000,42.49345890805125,42.49345890805125,0.02353303368793378,128002600,0,1,0,42.49345890805125,NA
1000_10000,fortran_parallel_8,4000,38.68696476810146,38.68696476810146,0.025848499772319417,384000144,0,1,0,38.68696476810146,NA
1000_10000,GPUmatrix,4000,0.0020659409929066896,0.0020659409929066896,484.0409302266873,23296,0,1,0,0.0020659409929066896,NA
1000_10000,parallelDist_8,4000,57.389189704088494,57.389189704088494,0.017424884462670126,63987600,0,1,0,57.389189704088494,NA
1000_10000,Rfast,5000,35.61607802088838,35.61607802088838,0.02807720713699899,400002648,0,1,0,35.61607802088838,NA
1000_10000,rcpp_parallel_8,5000,84.68261064903345,84.68261064903345,0.011808799850827624,200002600,0,1,0,84.68261064903345,NA
1000_10000,fortran_parallel_8,5000,80.01335395104252,80.01335395104252,0.012497913793388368,600000144,0.012497913793388368,1,1,80.01335395104252,NA
1000_10000,GPUmatrix,5000,0.0017294810386374593,0.0017294810386374593,578.208131606827,23296,0,1,0,0.0017294810386374593,NA
1000_10000,parallelDist_8,5000,119.6275344149908,119.6275344149908,0.008359279532845472,99983600,0,1,0,119.6275344149908,NA
1000_10000,Rfast,6000,51.11907997902017,51.11907997902017,0.019562167402277408,576002648,0,1,0,51.11907997902017,NA
1000_10000,rcpp_parallel_8,6000,153.1042352230288,153.1042352230288,0.0065314979598264395,288002600,0,1,0,153.1042352230288,NA
1000_10000,fortran_parallel_8,6000,144.04637172305956,144.04637172305956,0.006942208873699216,864000144,0.006942208873699216,1,1,144.04637172305956,NA
1000_10000,GPUmatrix,6000,0.0016447120578959584,0.0016447120578959584,608.0091619680082,23296,0,1,0,0.0016447120578959584,NA
1000_10000,parallelDist_8,6000,206.8183407878969,206.8183407878969,0.0048351611186435,143979600,0,1,0,206.8183407878969,NA
1000_10000,Rfast,7000,79.03127736900933,79.03127736900933,0.01265321823574791,784002648,0.01265321823574791,1,1,79.03127736900933,NA
1000_10000,rcpp_parallel_8,7000,239.60052074305713,239.60052074305713,0.004173613633638051,392002600,0,1,0,239.60052074305713,NA
1000_10000,fortran_parallel_8,7000,227.3313113170443,227.3313113170443,0.004398866105185856,1176000144,0.004398866105185856,1,1,227.3313113170443,NA
1000_10000,GPUmatrix,7000,0.0016173000913113356,0.0016173000913113356,618.3144398323642,23296,0,1,0,0.0016173000913113356,NA
1000_10000,parallelDist_8,7000,324.9399754750775,324.9399754750775,0.0030774914614243847,195975600,0,1,0,324.9399754750775,NA
1000_10000,Rfast,8000,137.73745567107107,137.73745567107107,0.007260189286406497,1024002648,0.007260189286406497,1,1,137.73745567107107,NA
1000_10000,rcpp_parallel_8,8000,396.0479479600908,396.0479479600908,0.0025249468029077344,512002600,0,1,0,396.0479479600908,NA
1000_10000,fortran_parallel_8,8000,381.53836340503767,381.53836340503767,0.002620968416060455,1536000144,0.002620968416060455,1,1,381.53836340503767,NA
1000_10000,GPUmatrix,8000,0.0014863950200378895,0.0014863950200378895,672.7686695118967,23296,0,1,0,0.0014863950200378895,NA
1000_10000,parallelDist_8,8000,578.3600592191797,578.3600592191797,0.001729026726620886,255971600,0,1,0,578.3600592191797,NA
1000_10000,Rfast,9000,203.22495396016166,203.22495396016166,0.004920655561796957,1296002648,0,1,0,203.22495396016166,NA
1000_10000,rcpp_parallel_8,9000,579.2956547870999,579.2956547870999,0.0017262342497071127,648002600,0.0017262342497071127,1,1,579.2956547870999,NA
1000_10000,fortran_parallel_8,9000,551.0837538500782,551.0837538500782,0.0018146062064316433,1944000144,0.0018146062064316433,1,1,551.0837538500782,NA
1000_10000,GPUmatrix,9000,0.0018007190665230155,0.0018007190665230155,555.3337100666606,23296,0,1,0,0.0018007190665230155,NA
1000_10000,parallelDist_8,9000,774.1657198349712,774.1657198349712,0.0012917130975693032,323967600,0,1,0,774.1657198349712,NA
1000_10000,Rfast,10000,262.0529363810783,262.0529363810783,0.003816022876178714,1600002648,0.003816022876178714,1,1,262.0529363810783,NA
1000_10000,rcpp_parallel_8,10000,834.1739986340981,834.1739986340981,0.0011987906619451462,800002600,0,1,0,834.1739986340981,NA
1000_10000,fortran_parallel_8,10000,835.8344406940741,835.8344406940741,0.0011964091826242567,2400000144,0.0011964091826242567,1,1,835.8344406940741,NA
1000_10000,GPUmatrix,10000,0.0014281360199674964,0.0014281360199674964,700.2134152619157,23296,0,1,0,0.0014281360199674964,NA
1000_10000,parallelDist_8,10000,1111.6035951609956,1111.6035951609956,8.99601264653312e-4,399963600,0,1,0,1111.6035951609956,NA
2_10,stats,2,7.885042577981949e-6,1.0510091669857502e-5,77255.74871238689,6088,0,1000,0,0.012944020563736558,8.25896997395338e-6
2_10,proxy,2,2.1350104361772537e-4,3.3394701313227415e-4,2829.850421803955,511136,8.515096555077097,997,3,0.3523154412396252,0.0020174333696038223
2_10,proxyC,2,3.4566805697977543e-4,4.7143513802438974e-4,1979.4272543385027,1130432,5.9561502136564775,997,3,0.5036810510791838,3.9202346758886576e-4
2_10,distances,2,2.6730005629360676e-5,3.715010825544596e-5,23212.41360896967,112960,23.235649258227898,999,1,0.04303731687832624,1.9649208092738e-4
2_10,distances_matrix,2,4.883110523223877e-5,7.667404133826494e-5,12697.994670616645,111320,12.710705375992639,999,1,0.07867383991833776,2.0936781751285783e-4
2_10,Rfast,2,3.9280857890844345e-6,7.5846328400075436e-6,132260.49381455765,938448,0,1000,0,0.007560836733318865,4.0021674854178465e-6
2_10,rcpp_serial,2,1.6631092876195908e-6,3.8826256059110165e-6,150579.16082138105,2552,0,1000,0,0.006641025189310312,6.0261877139149445e-5
2_10,rcpp_parallel_8,2,2.6851193979382515e-6,7.725029718130827e-6,4876.312358555033,7856,0,1000,0,0.20507299911696464,5.819762727010788e-4
2_10,fortran_serial,2,5.701091140508652e-6,7.434049621224403e-6,101570.83257937996,0,0,1000,0,0.009845346095971763,1.564153245985755e-5
2_10,fortran_parallel_8,2,4.2280880734324455e-6,7.815076969563961e-6,115005.27089637585,0,0,1000,0,0.008695253636687994,1.009016815820152e-5
2_10,c_fortran_serial,2,5.1801325753331184e-6,9.067065548151731e-6,93310.7196540312,0,0,1000,0,0.01071688230149448,4.5487345094466295e-5
2_10,c_fortran_parallel_8,2,5.5300770327448845e-6,9.272596798837185e-6,84453.93788655606,0,0,1000,0,0.011840774095617235,6.448338207701828e-5
2_10,GPUmatrix,2,3.8245704490691423e-4,5.060745752416551e-4,1878.5489159937708,70952,7.544373156601489,996,4,0.5301964678801596,5.02741525461867e-4
2_10,parallelDist_1,2,2.3554079234600067e-5,2.5738088879734278e-5,35793.555169226674,101864,0,1000,0,0.027937990380451083,9.683148277932313e-6
2_10,parallelDist_8,2,5.043507553637028e-5,7.737497799098492e-5,12114.360255146386,3552,12.126486741888275,999,1,0.08246411522850394,2.382993935591372e-4
2_10,stats,3,7.834052667021751e-6,1.0144081898033619e-5,79833.32488989586,0,0,1000,0,0.012526097358204424,5.582098355585918e-6
2_10,proxy,3,2.1537416614592075e-4,2.567811170592904e-4,3486.2896928605637,2456,10.490340098878328,997,3,0.2859773822128773,3.906406124016369e-4
2_10,proxyC,3,3.4301308915019035e-4,4.3272407492622733e-4,2236.3602858756676,2976,8.98136660994244,996,4,0.4453665209002793,3.983765305940982e-4
2_10,distances,3,2.7131056413054466e-5,3.1003146432340145e-5,27154.411766774603,0,0,1000,0,0.03682642837520689,1.5968505799317787e-5
